,name,price,change,volume,relative_volume,market_cap,pe,eps_diluted,eps_diluted_growth,dividends_yield,sector
4178,Eaton Vance Floating Rate Income Trust,12.15,-0.24630542,84464,0.77563202,353448000,23.68421053,0.513,-77.36498412,8.6749,Miscellaneous
4179,EARTHFIRST TECHNOLOGIES INC,1.00E-06,-99,100,0.00125537,,,,,,Producer Manufacturing
4180,"eFFECTOR Therapeutics, Inc.",0.599,-0.48180761,506503,1.14718617,36997603,,-0.8682,-246.137014,0,Health Technology
4181,EF EnergyFunders Ventures Inc.,0.0007,-12.5,69115,0.79390788,2001270.333,,,,0,Energy Minerals
4182,"Equifax, Inc.",181.08,-2.95819936,766043,1.15772095,22222154624,42.62109871,4.2486,-30.00197707,0.861498,Commercial Services
4183,Enerflex Ltd,4.31,-3.57941834,31671,0.37430242,533942507.1,,-0.72377136,-553.2098724,1.70358,Producer Manufacturing
4184,"Everest Group, Ltd.",393.88,0.35159236,196415,0.71974991,17095802189,13.10138371,30.064,53.17206383,1.70103,Finance
4185,eGain Corporation,6.2,1.47299509,49722,0.85374167,195196993,95.67901235,0.0648,,0,Technology Services
4186,"Earth Gen-Biofuel, Inc.",0.0387,-3.0075188,1000,0.09803825,3395615.525,,-0.0118,78.42778793,0,Process Industries
4187,"Eagle Bancorp, Inc.",19.95,-2.06185567,195025,0.69720485,596623432,4.74954766,4.2004,-8.16388998,9.02256,Finance
4188,"Eastern Goldfields, Inc.",0.0075,2.73972603,3200,0.39992002,,,,,,Non-Energy Minerals
4189,"Blackrock Enhanced Government Fund, Inc.",9.3857,-1.20315789,2974,2.12656418,39999700,,-0.2254,-266.504065,5.24202,Miscellaneous
4190,EUROBANK ERGASIAS SVCS AND HOLDINGS SA,1.48,-1.92180252,27500,0.86149913,5499915350,4.70321311,0.31467849,3.3616987,0,Finance
4191,EUROBANK ERGASIAS SVCS AND HOLDINGS SA,0.75,1.48849797,40000,4.38885232,5733040783,4.91480996,0.1526,-3.60075805,0,Finance
4192,EG Acquisition Corp.,10.57,-0.75117371,330951,16.48654977,104186682,,-0.0418,-115.2055293,0,Finance
4193,8x8 Inc,2.41,-2.4291498,1006843,0.93683745,289069170,,-0.5436,60.18749085,0,Technology Services
4194,Engie Brasil Energia S A,8.12,-6.66666667,4464,0.59739043,6699158964,,,,7.80492,Utilities
4195,"Edgio, Inc.",0.8491,5.21685254,414852,1.13254338,191455607,,-0.7731,-99.7158357,0,Technology Services
4196,Eagle Bulk Shipping Inc.,42.56,0.07053844,79605,0.72675268,423003453,5.63410114,7.554,-60.95034273,7.23684,Transportation
4197,Enthusiast Gaming Holdings Inc.,0.35,-2.77777778,181292,0.92665458,54168535.98,,-0.3391028,-8.47581567,0,Technology Services
4198,Emergent Metals Corp.,0.062,-3.125,5130,0.20090545,1706777.075,,-0.03613576,46.13597912,0,Non-Energy Minerals
4199,Eldorado Gold Corporation,9.33,-2.8125,1520917,1.11315758,1892598455,,-0.35977336,84.5319703,0,Non-Energy Minerals
4200,Energy 1 Corp.,0.2308,-0.06494912,1002,0.09413843,738560,,,,,Producer Manufacturing
4201,"EastGroup Properties, Inc.",165.65,-2.79896726,243006,1.03343879,7520319772,44.22876672,3.7453,-27.12006227,3.03049,Finance
4202,Eagle Plains Resources Ltd.,0.085,0,1150,0.04979325,9779864.217,125.1914693,0.00067896,-85.66526485,0,Non-Energy Minerals
4203,Energy Resources of Australia Ltd.,0.025,35.13513514,10000,1.59583805,553707549.3,,-0.0329004,-1725.9722,0,Non-Energy Minerals
4204,Energy Resources of Australia Ltd.,0.0637,-76.40740741,200,0.11648224,475546191.6,,-0.016,-841.1764706,73.8273,Non-Energy Minerals
4205,CHINA EVERGRANDE GROUP,0.0006,0,21078,0.34115794,497737416.2,,,,,Finance
4206,"Eagle Pharmaceuticals, Inc.",13.02,-2.47191011,169421,1.6442431,169090367,14.30297704,0.9103,-48.48330504,0,Health Technology
4207,Eguana Technologies Inc,0.0406,-8.76404494,105603,1.84992231,17217482.65,,-0.04284992,-85.80991528,0,Producer Manufacturing
4208,"VAALCO Energy, Inc.",4.1,-1.20481928,574613,0.61388776,436550831,10.9654988,0.3739,-75.99974324,5.36585,Energy Minerals
4209,"Energy Finders, Inc.",0.09,0,1790,0.02515564,11068773,,-0.0028,,0,Finance
4210,EHang Holdings Limited,17.1,5.36044362,402226,0.8989317,699034000,,-0.8541,2.44431753,0,Technology Services
4211,"Enhabit, Inc.",7.89,-3.66300366,648445,0.62108217,395304241,,-1.1131,,0,Health Services
4212,Encompass Health Corporation,62.59,-2.58365759,1089300,1.64900292,6273445110,20.14548264,3.1069,-4.90052036,0.95862,Health Services
4213,Star Entertainment Group Limited,0.35,-9.67741935,287,0.06911,889745090.9,,-1.2388932,-3285.725371,0,Consumer Services
4214,Western Asset Global High Income Fund Inc,6.36,-1.39534884,72331,0.93045304,144355000,,-0.5561,-121.1629943,12.6415,Miscellaneous
4215,GOEASY LTD,83.1709,-0.65089266,3206,2.29065447,1375886896,10.1772161,8.17226432,0.89240438,3.33862,Finance
4216,EHOUSE GLOBAL INC,1.00E-06,0,500000,0.67080014,1013,,,,,Health Technology
4217,EAGLE HOSPITALITY PPTYS TRUST INC 8.25% CUM PRF USD SER'A',1.00E-06,-99,500,0.48543689,,,,,,Finance
4218,"eHealth, Inc.",8.32,1.58730159,107558,0.6027502,233698827,,-3.46,49.16399753,0,Finance
4219,Ehave Inc.,0.002,300,35000,0.96345478,559052,,,,0,Technology Services
4220,EHYDROGEN SOLUTIONS INC,0.0001,0,2300000,27.56141402,,,,,,Producer Manufacturing
4221,Eagle Point Income Company Inc.,14.21,1.21082621,35825,0.90629664,126584000,,,,13.0894,Miscellaneous
4222,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,22.915,-0.06541648,125,0.06337457,,,,,,Miscellaneous
4223,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,24.92,0.00040129,2805,0.94089628,,,,,,Miscellaneous
4224,Exchange Income Corp.,32.96,1.41538462,100,0.04119804,1546305930,17.004106,1.93835536,26.60996311,5.58758,Transportation
4225,Employers Holdings Inc,39.87,-0.27513757,66799,0.57422187,1039164167,8.70486005,4.5802,150.969863,2.7088,Finance
4226,"Eiger BioPharmaceuticals, Inc.",0.2679,-3.11030741,263077,1.38130139,11867010,,-2.1698,11.26288238,0,Health Technology
4227,888 Holdings plc.,1.06,-8.62068966,20500,3.06564977,475022017,,-0.48817278,-1480.379092,0,Consumer Services
4228,Eaton Vance Municipal Bond Fund,9.01,-0.22148394,183900,0.98015754,648298000,,-0.4915,-174.0768651,4.64484,Miscellaneous
4229,ENI S.p.A.,15.54,7.84177654,419,0.12933296,51948552851,5.39380946,2.88108064,-21.06573032,5.88389,Energy Minerals
4230,Edison International,64.89,-0.06160481,2237271,0.95777331,24871609209,26.25318607,2.4717,86.61381653,4.54616,Utilities
4231,E-Home Household Service Holdings Limited,1.52,2.01342282,3622372,1.13897111,20849235,,,,0,Consumer Services
4232,East Japan Railway Co.,8.75,-1.1299435,80577,0.99804422,19922528675,21.78784861,0.4016,,0.938386,Transportation
4233,easyJet Plc,5.395,6.62055336,350,0.37119525,4078368301,,-0.07621794,97.84057612,0,Transportation
4234,"Electronic Control Security, Inc.",0.029375,4.91071429,25500,2.48155861,780574.4068,,,,0,Commercial Services
4235,"CardioCom Solutions, Inc.",0.01,51.51515152,20000,1.45475706,1511646.667,,-0.00052808,-134.0051773,0,Technology Services
4236,EKINOPS SA,5.83,-35.22222222,100,,149968535.2,11.21955319,0.51962854,199.7073094,0,Electronic Technology
4237,"Ekso Bionics Holdings, Inc.",0.85,10.73475769,21014,1.09434807,11735908,,-1.2111,-19.09725637,0,Health Technology
4238,Elekta AB,7.045,3.29912023,200,0.14219694,2691775500,25.39694396,0.27739558,-0.70644872,3.05655,Health Technology
4239,Elekta AB,7.08,0.14144272,45865,2.90079184,2715105495,25.37634409,0.279,-10.69142125,2.21472,Health Technology
4240,EKWAN-X INC,1.00E-06,0,400000,0.64284394,,,,,,Electronic Technology
4241,"Estee Lauder Companies, Inc. (The)",139.62,-0.57679983,1892376,1.14689482,49935721888,50.11306127,2.7861,-57.34756051,1.89085,Consumer Non-Durables
4242,Envela Corporation,4.33,1.1682243,24239,1.07854,116464922,8.75277946,0.4947,7.61366108,0,Retail Trade
4243,Elanco Animal Health Incorporated,9.42,-4.65587045,7134618,1.12886601,4641004172,,-0.1988,44.77777778,0,Health Technology
4244,Electra Battery Materials Corporation,0.45,1.05546822,105718,0.70118212,25128596.95,,-0.50446728,-12.17078751,0,Producer Manufacturing
4245,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",20.74,-1.23809524,21694,0.29675044,,,,,,Utilities
4246,ELECTRA STONE LTD,1.00E-06,0,112789,3.94716305,,,,,,Non-Energy Minerals
4247,EDP Energias de Portugal SA,4.09,1.23762376,2322,0.36237086,17034516489,18.58150584,0.22011133,33.77700442,5.06667,Utilities
4248,"Eledon Pharmaceuticals, Inc.",1.46,-2.66666667,56785,0.46675736,32860154,,-6.1249,-134.2576302,0,Health Technology
4249,Electric Royalties Ltd.,0.145,-3.33333333,62960,1.52936918,14007218.62,,-0.0124476,53.12569548,0,Non-Energy Minerals
4250,Element Fleet Mgmt Corp.,14.19,-2.00276243,3941,0.27923421,5567811014,18.50068855,0.76699848,15.95279036,2.05444,Finance
4251,Elektros Inc.,0.019,-22.76422764,55300,10.34012079,1263899,,-0.0013,-101.625,0,Producer Manufacturing
4252,ELEMENTAL ALTUS ROYALTIES CORP.,0.8035,-3.19277108,145004,4.99459221,148550511,,-0.11195296,-36.66535702,0,Non-Energy Minerals
4253,"Elevation Oncology, Inc.",0.689,2.8358209,67917,0.91590113,29201167,,-3.5736,-40.48274235,0,Health Technology
4254,Endesa S.A.,9.99,-1.67322835,8433,0.30467581,21427270811,8.14845024,1.226,52.16581854,6.39827,Utilities
4255,"e.l.f. Beauty, Inc.",100.79,-4.10085633,983350,0.74602057,5546975378,56.9982469,1.7683,240.1231006,0,Consumer Non-Durables
4256,E L Financial Ltd.,647.5972,-0.45546892,301,15.27918782,2300517702,3.31068236,195.608376,,1.55369,Finance
4257,Elio Motors Inc,0.014,5.26315789,1666,1.3017659,397488,,,,0,Consumer Durables
4258,"Electriq Power Holdings, Inc.",1.38,1.47058824,19931,0.52735744,52606893,287.5,0.0048,-98.19548872,0,Producer Manufacturing
4259,Elah Holdings Inc.,50,-5.66037736,100,0.28677947,36950000.95,,-3.3568,-31.40732041,0,Finance
4260,Ellaktor SA,2.13,-7.39130435,100,0.3203075,737000773.1,,,,0,Industrial Services
4261,Ellomay Capital Ltd,12.58,1.4516129,16531,3.94101941,161685516.3,25.38799732,0.49550974,,0,Utilities
4262,Elixinol Wellness Ltd.,0.00514,28.5,17500,0.70799181,3245107.426,,-0.0135198,83.26359331,0,Health Technology
4263,"Electromed, Inc.",10.8,0.74626866,11641,1.06279443,92577988,29.7029703,0.3636,38.40883137,0,Health Technology
4264,Elme Communities,14.15,-0.97970609,998447,1.8083523,1242701974,,-0.2373,-345.6521739,5.01767,Finance
4265,Element79 Gold Corp.,0.0121,-13.87900356,60952,0.85669429,1523657.007,,,,0,Non-Energy Minerals
4266,Electric Last Mile Solutions Inc.,0.09,-10,3117,0.67310184,11162485,,,,0,Consumer Durables
4267,Elisa Communications Corp.,24.14,-0.98441345,128,0.22229941,7504877789,19.57667667,1.2331,-2.62950095,2.95183,Communications
4268,ELEMENT NUTRITIONAL SCIENCES INC.,0.04505,1.23595506,168053,2.99951095,5105651.65,,-0.06367136,-12.94911303,0,Health Technology
4269,Elinx Corp.,0.059,0,200,0.48484848,2925,,,,,Health Services
4270,"Eloxx Pharmaceuticals, Inc.",4.05,-2.40963855,28162,1.56876508,12386374,,-11.2204,45.13144511,0,Health Technology
4271,Companhia Paranaense de Energia (COPEL),8.16,-2.15827338,261931,0.3473563,4926147194,,,,3.26714,Utilities
4272,El Puerto de Liverpool S.A. de C.V.,4.93,-14.85319516,600,0.25316456,7159130181,6.47222671,0.76171621,29.60723012,2.54266,Retail Trade
4273,"Elray Resources, Inc.",0.0004,0,1250000,0.11824129,962245,1.33333333,0.0003,,0,Technology Services
4274,Eastern Platinum Ltd.,0.066,4.18310971,10547,0.34538994,13325494.6,,,,0,Non-Energy Minerals
4275,ELRON VENTURES LTD,1.15,0,925,0.24340824,59708995.51,0.88985691,1.29234261,,56.3466,Finance
4276,Eloro Resources Ltd.,1.371,-2.76595745,18300,0.77940995,105257354.9,,-0.06012568,50.10654218,0,Non-Energy Minerals
4277,"Equity Lifestyle Properties, Inc.",64.3,-1.65188131,1050987,0.68677103,11977555280,41.91109373,1.5342,1.13381674,2.72551,Finance
4278,"Electro-Sensors, Inc.",4,-2.200489,1705,0.41775905,13712084,29.65159377,0.1349,,0,Electronic Technology
4279,"Electronic Systems Technology, Inc.",0.2605,-7.13012478,2000,0.49112295,1288563.421,9.40433213,0.0277,,0,Electronic Technology
4280,Eltek Ltd.,9.08,-6.87179487,102338,2.10391063,53115076,11.39129344,0.7971,-10.13528749,1.87225,Electronic Technology
4281,"Elite Pharmaceuticals, Inc.",0.097625,-0.78760163,803771,2.09538053,98983458,25.03205128,0.0039,-32.75862069,0,Health Technology
4282,"Elicio Therapeutics, Inc.",6.19,-16.91275168,11043,1.12631955,51924551,,-9.6858,9.97239443,0,Health Technology
4283,"Elutia, Inc.",1.36,4.61538462,42361,1.15738856,22099793,,-2.2498,22.97052077,0,Health Technology
4284,AB Electrolux,20.63,-1.76190476,14273,0.77260351,2802378282,,-2.6215,-214.5159881,7.71213,Consumer Durables
4285,"Elevance Health, Inc.",453.53,-0.00881893,852328,0.85544902,1.06873E+11,16.98296199,26.705,7.06754015,1.26122,Health Services
4286,Electrovaya Inc.,2.46,0,11943,0.49800473,81132870.99,,-0.13458496,49.21498785,0,Producer Manufacturing
4287,"Enliven Therapeutics, Inc.",12.52,-5.29500756,33582,0.29911314,515211888,,,,0,Health Technology
4288,ELEVATE URANIUM LTD.,0.3,-4,500,0.00776555,83359241.86,,-0.0208458,-92.82365,0,Non-Energy Minerals
4289,"Earlyworks Co., Ltd.",0.75,4.16666667,45668,0.80285221,11279550,,-0.1844,,0,Technology Services
4290,Elixir Energy Limited,0.045,-10,500,0.07842522,46339466.48,,-0.0021312,-41.93792,0,Energy Minerals
4291,"Eliem Therapeutics, Inc",2.68,3.07692308,1218,0.04143534,72599168,,-1.6978,9.2764775,0,Health Technology
4292,"Elys Game Technology, Corp.",0.58,-4.33778657,343212,1.97290795,22511448,,-0.6028,21.58189151,0,Consumer Services
4293,Smart Share Global Limited,0.68,-5.55555556,27834,3.6516537,176676963,,-0.2155,16.14785992,0,Finance
4294,eMagin Corporation,1.99,1.01522843,238970,1.11293363,165543946,,-0.1607,-64.31492843,0,Electronic Technology
4295,EMPEROR METALS INC.,0.0597,-47.5856014,4100,,3161977.333,,-0.01659801,-18.71247324,0,Non-Energy Minerals
4296,Ecomax Inc.,0.602,0,405,0.66931086,1433337.028,,-0.0505,0.19762846,0,Finance
4297,Embecta Corp.,15.24,0.86035738,550609,1.0206401,873306158,18.5582075,0.8212,,3.93701,Health Technology
4298,"Embarr Downs, Inc.",0.0011,83.33333333,38700,0.0760897,,,,,,Consumer Services
4299,Arca Continental SAB de CV,8.63,0.34883721,1050,0.3571793,14850562959,15.32990842,0.56295183,41.77418716,4.28054,Consumer Non-Durables
4300,Embrace Change Acquisition Corp,10.83,0.18501388,18733,0.3342111,,,,,,Miscellaneous
4301,EML Payments Ltd.,0.7,-2.04310104,3000,0.38872692,262221608.4,,-0.5072922,-752.0973649,0,Finance
4302,Western Asset Emerging Markets Debt Fund Inc,8.03,-1.71358629,122933,0.65056514,476923000,7.16580403,1.1206,-26.96343609,11.208,Miscellaneous
4303,"E Med Future, Inc.",0.02,5.26315789,40000,2.74254371,125020,,0,,0,Health Technology
4304,"EMCOR Group, Inc.",206.67,-1.5763406,182952,0.81846878,9741396324,20.52231766,10.0705,41.60268849,0.31935,Industrial Services
4305,"Electromedical Technologies, Inc.",0.00055,-8.33333333,4562304,1.25277689,259323,,-0.0174,88.46153846,0,Health Technology
4306,Templeton Emerging Markets Fund,11.27,-0.44169611,45240,2.51939388,,,,,,Miscellaneous
4307,EMINENT GOLD CORP.,0.222,-2.58885476,1000,0.34021706,10529944.36,,-0.0211232,20.45572567,0,Non-Energy Minerals
4308,Emergent Health Corp.,0.0007,0,194177,0.3504105,,,,,,Health Technology
4309,European Metals Holdings Ltd.,0.415,3.75,975,0.182533,85116794.16,,-0.02246661,-23.20501702,0,Process Industries
4310,ELBIT IMAGING LTD,1.02,2,355,0.08917805,10804287.33,,-0.16031456,98.93676104,6.01353,Finance
4311,EMCORE Corporation,0.45,-9.81963928,354647,1.83226035,34542213,,-1.2146,-1582.271468,0,Electronic Technology
4312,Eastern Company (The),17.81,-0.5027933,2863,0.3980812,111104406,16.0046729,1.1128,-53.66422385,2.47052,Consumer Durables
4313,Empire Ltd.,27.68,-1.19578797,31964,1.25936724,7011426308,12.33100432,2.24474822,1.97031888,1.8009,Retail Trade
4314,FTAC Emerald Acquisition Corp.,10.46,0.09569378,54782,0.68411312,360457518,,,,0,Finance
4315,FTAC Emerald Acquisition Corp.,10.44,-0.28653295,344,0.0251416,360457518,,,,0,Finance
4316,"Emmaus Life Sciences, Inc.",0.15,-11.76470588,3000,0.10741754,8045633,,-0.1014,75.54269175,0,Health Technology
4317,EMMIS CORPORATION,4.905,-1.9,1652,0.72054783,59629104,,,,0,Consumer Services
4318,Eastman Chemical Company,73.13,-1.48188064,757002,0.84747258,8669980409,12.47271115,5.8632,-36.22589382,4.32107,Process Industries
4319,Elementis PLC,1.49,1.01694915,13333,1.88470944,873891801.1,,-0.08593161,-597.6313284,0,Process Industries
4320,ClearBridge Energy Midstream Opportunity Fund Inc.,31.95,0.53492763,39007,1.31416347,418775000,,-2.7888,-124.2649938,6.57277,Miscellaneous
4321,Healixa Inc.,0.275,0,7963,0.3319618,227839989,,-0.0045,60.52631579,0,Technology Services
4322,Emerita Resources Corp.,0.2627,6.94512294,5350,0.21217277,59717218.97,,-0.07717512,35.79310381,0,Non-Energy Minerals
4323,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",20.64,-1.52671756,8400,0.13031782,,,,,,Utilities
4324,EMPOWERED PRODUCT INC,0.0002,0,1000,0.77633724,12558,,,,,Consumer Non-Durables
4325,EMP Metals Corp.,0.3417,-0.84155543,1000,0.1388696,24142666.19,,-0.02304016,56.8124916,0,Non-Energy Minerals
4326,Empress Royalty Corp.,0.205,3.79746835,1500,0.02552831,23857547.84,,-0.02383904,27.93000658,0,Finance
4327,Emerson Electric Company,96.05,-1.07117108,1853157,0.74060994,54892576744,,-0.2866,-105.419306,2.16554,Electronic Technology
4328,Emera Inc.,35.245,-0.85822543,1361,0.01439167,9621885031,10.16829476,3.46616624,117.131444,5.86112,Utilities
4329,"Emerging Holdings, Inc.",0.038,280,8000,3.45945946,3838000,,,,0,Technology Services
4330,Ems Chemie Holding AG,666,-0.70780723,1,0.01011122,15577091744,28.34628216,23.49514466,-2.56691611,3.22581,Process Industries
4331,MUSK METALS CORP.,0.0175,-55.01285347,2613,1.1001642,945859.5351,,-0.03364624,71.58536943,0,Non-Energy Minerals
4332,Element 29 Resources Inc.,0.115,-4.24646128,30000,1.30151844,9378075.517,,-0.03492872,2.20871379,0,Non-Energy Minerals
4333,ELECTRIC METALS USA LTD.,0.146,-11.24620061,23300,0.75669005,13092275.97,,-0.02821456,-11.80603342,0,Non-Energy Minerals
4334,Eros Media World PLC,0.0051,0,265,0.05971024,91120,,,,,Consumer Services
4335,EMX Royalty Corporation,1.71,-5.52486188,249356,1.24480325,189385373.8,,,,0,Non-Energy Minerals
4336,Embassy Bancorp Inc.,15.38,0.85245902,600,3.62976407,116936666,7.04083501,2.1844,-0.61874431,2.60078,Finance
4337,ENABLE HOLDINGS INC,0.0001,0,10100,1.09816031,1973,,,,,Consumer Services
4338,E.ON SE,11.4455,2.83468104,10,0.01244865,29842642241,41.37750316,0.27661166,-84.37100737,4.6983,Utilities
4339,Enbridge Inc,32.55,-0.79244133,4227284,0.81621949,68750494038,23.07319342,1.410728,-24.82111793,7.90685,Industrial Services
4340,Enbridge Inc.,9.85,-7.51173709,200,0.63331222,68694061604,6.9822106,1.410728,-24.82111793,7.90685,Industrial Services
4341,Enbridge Inc.,15,-2.36599733,1516,,68694061604,10.63280803,1.410728,-24.82111793,7.90685,Industrial Services
4342,ENB Financial Corp.,13,0.1540832,100,0.08058018,73392953,5.57652711,2.3312,3.19610447,5.23077,Finance
4343,Enbridge Inc.,12.15,6.21464975,1944,,68694061604,8.6125745,1.410728,-24.82111793,7.90685,Industrial Services
4344,Energem Corp,11.12,0,201,0.13173417,51374476.69,170.2909648,0.0653,,0,Finance
4345,ENER CORE INC,0.0001,0,14482,3.60446015,426,,,,,Utilities
4346,Endurance Gold Corp.,0.148,4.29880197,800,0.16701461,21516143.41,,-0.0049036,59.25646962,0,Non-Energy Minerals
4347,ENDI Corp.,4.01,-0.24875622,1100,0.40754326,21864057,,,,0,Finance
4348,Enduro Metals Corporation,0.035,0,53484,1.65564123,8434822.667,25.77471427,0.00135792,,0,Non-Energy Minerals
4349,ENDOCAN CORP,0.0001,0,30000,7.10748892,6789,,,,,Electronic Technology
4350,Endo International plc,0.012,0,16093,0.07219975,2822635,,-4.0198,,0,Health Technology
